,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,User11,User12,User13,User14,User15,User16,User17,User18,User19,User20,User21,User22,User23,User24,User25,User26,User27,User28,User29,User30,User31,User32,User33,User34,User35,User36,User37,User38,User39,User40,User41,User42,User43,User44,User45,User46,User47,User48,User49,User50,User51,User52,User53,User54,User55,User56,User57,User58,User59,User60,User61,User62,User63,User64,User65,User66,User67,User68,User69,User70,User71,User72,User73,User74,User75,User76,User77,User78,User79,User80,User81,User82,User83,User84,User85,User86,User87,User88,User89,User90,User91,User92,User93,User94,User95,User96,User97,User98,User99,User100
Ardhangini,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,,5.0,1.0,3.0,5.0,2.0,,3.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,,5.0,1.0,4.0,,4.0,4.0,5.0,5.0,1.0,3.0,,5.0,5.0,1.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,,5.0,,1.0,1.0,3.0,3.0
Freydís and Gudrid,1.0,,1.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,,1.0,3.0,2.0,2.0,,5.0,1.0,5.0,1.0,3.0,4.0,,,2.0,2.0,,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,,2.0,2.0,4.0,4.0,,5.0,,1.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0
Triangle Park,1.0,1.0,3.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,,4.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,,5.0,3.0,5.0,1.0,5.0,3.0,4.0,1.0,3.0,,4.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,4.0,,2.0,,5.0,5.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,,,1.0,,4.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0
The American,5.0,5.0,1.0,,3.0,3.0,1.0,2.0,3.0,,4.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,,5.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,,1.0,4.0,,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,,5.0,4.0,2.0,4.0,1.0,,1.0,5.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,,4.0,5.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,,1.0,3.0,3.0,3.0,,4.0
Finding Enok,3.0,5.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,,2.0,,5.0,2.0,3.0,,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,,1.0,3.0,3.0,4.0,4.0,2.0,1.0,,,,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,,3.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,,,5.0,,1.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0
Do Not Open,5.0,3.0,1.0,1.0,2.0,5.0,2.0,,3.0,1.0,5.0,5.0,,5.0,,3.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,,3.0,2.0,1.0,5.0,3.0,3.0,1.0,,4.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,,4.0,4.0,5.0,3.0,4.0,,4.0,1.0,2.0,5.0,3.0,4.0,,4.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,1.0,,2.0,2.0,2.0,,5.0,3.0,3.0,,,3.0
Central Valley,5.0,,,3.0,5.0,3.0,,1.0,,4.0,5.0,4.0,4.0,4.0,5.0,1.0,,4.0,4.0,5.0,,5.0,4.0,1.0,5.0,1.0,5.0,4.0,3.0,3.0,,2.0,3.0,4.0,3.0,,3.0,4.0,1.0,,2.0,4.0,,5.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,,3.0,3.0,5.0,,5.0,3.0,3.0,4.0,,5.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,,3.0,1.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,5.0,3.0,,5.0,3.0,3.0,3.0,1.0,2.0,,1.0,2.0,5.0,,4.0,5.0
Corte,3.0,,5.0,2.0,4.0,3.0,5.0,1.0,,1.0,3.0,4.0,3.0,5.0,,,3.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,,,4.0,4.0,1.0,5.0,5.0,3.0,5.0,,5.0,2.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,,5.0,5.0,5.0,5.0,,2.0,,2.0,3.0,,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,,5.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0
Run Rabbit Run,,3.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,,4.0,5.0,4.0,3.0,,3.0,,2.0,5.0,3.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,1.0
Caged,3.0,4.0,4.0,,5.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,5.0,,3.0,2.0,,3.0,2.0,5.0,2.0,,2.0,4.0,1.0,2.0,1.0,,4.0,4.0,4.0,,3.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,,1.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,,4.0,1.0,,1.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,,5.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0
Sragaal,1.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,,3.0,3.0,1.0,5.0,,2.0,3.0,,3.0,1.0,2.0,3.0,4.0,3.0,,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,2.0,,4.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,,3.0,3.0,5.0,5.0,5.0,,5.0,5.0,2.0,3.0,4.0,2.0,,1.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,,4.0
Scream Before You Die,5.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,,2.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,,4.0,3.0,2.0,4.0,4.0,4.0,3.0,,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,3.0,,4.0,1.0,4.0,3.0,4.0,5.0,2.0,3.0
Hebzucht,3.0,,2.0,,,,4.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,,5.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,,,5.0,5.0,,2.0,2.0,,2.0,4.0,2.0,,5.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,4.0,2.0,1.0,,2.0,4.0,,2.0,1.0,5.0,4.0,,2.0,5.0,,3.0,4.0,1.0,3.0,,2.0,4.0,5.0
Coven of Dixon Cliff,4.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,,1.0,3.0,3.0,2.0,3.0,4.0,3.0,,5.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,,1.0,3.0,2.0,1.0,5.0,,3.0,3.0,5.0,2.0,,5.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,,1.0,4.0,1.0,,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,5.0,3.0,2.0,,,,4.0,1.0,4.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,3.0,5.0
Sharper,1.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,1.0,3.0,,3.0,5.0,4.0,4.0,2.0,2.0,,3.0,3.0,2.0,,3.0,1.0,2.0,3.0,2.0,3.0,3.0,,3.0,5.0,2.0,,1.0,4.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,,5.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,3.0,,5.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,3.0,,1.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0
Hold Your Breath,3.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,5.0,,3.0,3.0,3.0,5.0,,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,,4.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,,1.0,,3.0,1.0,,4.0,3.0,,3.0,5.0,2.0,4.0,3.0,5.0
Aging Out,,5.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,,3.0,,4.0,3.0,4.0,5.0,4.0,3.0,,5.0,3.0,3.0,,4.0,3.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,,5.0,5.0,2.0,1.0,,,3.0,4.0,3.0,3.0,3.0,5.0,,1.0,3.0,3.0,3.0,5.0,4.0,2.0,,2.0,4.0,2.0,4.0,5.0,3.0,,1.0,2.0,3.0,4.0,2.0,3.0,,,3.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,,5.0,2.0,4.0,,3.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,4.0
Owl,1.0,1.0,5.0,,4.0,3.0,1.0,4.0,5.0,,2.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,,2.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,,1.0,5.0,3.0,,4.0,4.0,3.0,,5.0,4.0,,5.0,5.0,1.0,2.0,,4.0,1.0,5.0,1.0,5.0,5.0,1.0,,5.0,5.0,3.0,,5.0
Match Struck,4.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,,,1.0,2.0,2.0,,,2.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,1.0,,4.0,2.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,,1.0,,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,,2.0,3.0,,4.0,2.0,,4.0,4.0,3.0
Robots,4.0,2.0,1.0,,5.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,,3.0,,3.0,5.0,3.0,5.0,,3.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,4.0,,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,,3.0,5.0,4.0,3.0,,4.0,1.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,,1.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,,5.0,4.0,3.0
Tyler,4.0,,2.0,1.0,,3.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,3.0,,2.0,,3.0,3.0,,3.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,,4.0,1.0,3.0,3.0,3.0,,2.0,3.0,5.0,2.0,1.0,,5.0,3.0,2.0,,1.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,,2.0,5.0,5.0,,4.0,5.0,,5.0,,4.0,5.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0
Showdown in Yesteryear,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,,5.0,,3.0,4.0,4.0,5.0,3.0,5.0,,4.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,,4.0,1.0,5.0,4.0,1.0,,3.0,1.0,4.0,5.0,3.0,,2.0,,2.0,5.0,5.0,5.0,,2.0,3.0,,3.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,,4.0,3.0,1.0,3.0,4.0,5.0,,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,,1.0,,1.0,1.0,,4.0,,4.0,4.0,4.0,1.0,,2.0,2.0
Twisters,5.0,,5.0,4.0,4.0,4.0,,2.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,,4.0,1.0,2.0,1.0,,4.0,,1.0,3.0,4.0,,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,,,1.0,4.0,1.0,5.0,3.0,,5.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,,5.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0
I Wanna Be Famous,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,,1.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,4.0,5.0,3.0,5.0,,5.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,,5.0,2.0,3.0,3.0,2.0,1.0,5.0,,2.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,,2.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,,,4.0,,3.0,1.0,5.0,,4.0,2.0,2.0,4.0,5.0,,4.0,4.0,5.0,4.0,2.0
Brutal Season,2.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,5.0,2.0,1.0,,5.0,4.0,1.0,4.0,1.0,1.0,,4.0,2.0,3.0,2.0,,3.0,2.0,5.0,2.0,4.0,3.0,,1.0,3.0,1.0,4.0,,1.0,3.0,4.0,,3.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,,3.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,,5.0,2.0,1.0,1.0,2.0,,4.0,5.0,1.0,3.0,4.0,2.0,3.0,2.0
Darker Than Night,3.0,3.0,,3.0,3.0,,4.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,3.0,,,1.0,,1.0,3.0,,3.0,4.0,5.0,,4.0,3.0,5.0,1.0,3.0,4.0,3.0,4.0,5.0,1.0,,,,4.0,2.0,5.0,4.0,3.0,4.0,1.0,2.0,2.0,,3.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,,1.0,5.0,,2.0,5.0,,5.0,1.0,3.0
The Ghoul Haunting,3.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,,1.0,,3.0,1.0,4.0,2.0,,4.0,1.0,3.0,1.0,5.0,,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,,3.0,4.0,3.0,,4.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,,4.0,5.0,,3.0,4.0,5.0,4.0,,4.0,,2.0,,2.0,,2.0,2.0,3.0,3.0,4.0,,5.0
Gunner,1.0,4.0,,3.0,1.0,3.0,4.0,5.0,4.0,,2.0,1.0,3.0,1.0,4.0,,3.0,4.0,3.0,4.0,5.0,1.0,,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,,5.0,2.0,,,4.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,,1.0,2.0,4.0,4.0,,3.0,,5.0,3.0,4.0,,4.0,5.0,,1.0,3.0,,,4.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0
My Last Best Friend,1.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,,2.0,4.0,2.0,5.0,,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,5.0,4.0,,2.0,,2.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,,,2.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,4.0,,4.0,3.0,4.0,,,3.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,5.0,3.0,,4.0,2.0,1.0
The Nothingness Club - Não Sou Nada,3.0,1.0,1.0,3.0,5.0,5.0,,3.0,,,1.0,1.0,2.0,4.0,,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,1.0,,,5.0,3.0,1.0,4.0,3.0,,3.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,,5.0,5.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0
Croma Kid,3.0,5.0,,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,,3.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,3.0,,1.0,4.0,3.0,3.0,3.0,,3.0,3.0,,,2.0,5.0,,4.0,3.0,5.0,2.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,,2.0,5.0,1.0,3.0,1.0,4.0
Everybody's Watching,,4.0,3.0,,3.0,1.0,3.0,5.0,3.0,3.0,,2.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,,4.0,5.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,2.0,,5.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,,5.0,,3.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,1.0,5.0,5.0,,2.0,4.0,3.0,3.0,5.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,,3.0
Domitilla: The Sequel,2.0,1.0,4.0,4.0,2.0,2.0,5.0,5.0,,3.0,5.0,,5.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,,2.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,1.0,,2.0,5.0,3.0,3.0,3.0,2.0,3.0,,4.0,3.0,2.0,4.0,5.0,4.0,,4.0,4.0,4.0,3.0,4.0,,5.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,,,5.0,,3.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,,3.0,,2.0,3.0
A Hero of Our Time,2.0,4.0,5.0,1.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,3.0,4.0,5.0,3.0,5.0,,,5.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,,4.0,5.0,1.0,3.0,2.0,4.0,,2.0,4.0,4.0,,1.0,1.0,,2.0,5.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,,5.0,4.0,4.0,,3.0,5.0,3.0,4.0,3.0,,1.0,5.0,5.0,2.0,,2.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,3.0,1.0
The Union,2.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,,2.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,,1.0,5.0,1.0,1.0,,3.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,,2.0,,5.0,5.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,5.0,4.0,,5.0,,2.0,,1.0,4.0,1.0,4.0,3.0,1.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,
Los Sandy's,2.0,2.0,2.0,1.0,3.0,,4.0,3.0,,5.0,4.0,,4.0,2.0,5.0,2.0,,3.0,,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,5.0,2.0,1.0,,4.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,,5.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,,4.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0
